source,gen,id,question,ground_truth,hop_type,pipeline,is_coverage_error
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,The language of Alcatraz Versus the Evil Librarians is English.,lettria_050,What is the language of Alcatraz Versus the Evil Librarians?,English,single_hop,graph_chunk,False
The book Alcatraz Versus the Evil Librarians comes from the U.S. and is written in English. One of the ethnic groups in the US are the Native Americans.,The book *Alcatraz Versus the Evil Librarians* is published in the United States.,lettria_050,In which country is the book Alcatraz Versus the Evil Librarians published?,U.S.,multi_hop,graph_chunk,False
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.",The state of Acharya Institute of Technology is Karnataka.,lettria_051,What is the state of Acharya Institute of Technology?,Karnataka,single_hop,graph_chunk,False
"The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India and it is affiliated to Visvesvaraya Technological University.","The city where Acharya Institute of Technology is located, Bangalore, is part of India.",lettria_051,Which country is the city where Acharya Institute of Technology is located part of?,India,multi_hop,graph_chunk,False
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.",The 14th New Jersey Volunteer Infantry Monument belongs to the category of Historic districts.,lettria_052,What category does the 14th New Jersey Volunteer Infantry Monument belong to?,historic district,single_hop,graph_chunk,False
"The 14th New Jersey Volunteer Infantry Monument (est. July 11th, 1907) is a historic district in the US provided by the National Park Service.",The historic district that includes the 14th New Jersey Volunteer Infantry Monument is located in the United States.,lettria_052,In which country is the historic district that includes the 14th New Jersey Volunteer Infantry Monument located?,US,multi_hop,graph_chunk,False
"1036 Ganymed was discovered by Walter Baade, a German National who studied at the University of Gottingen.",The discoverer of 1036 Ganymed is Walter Baade.,lettria_053,Who is the discoverer of 1036 Ganymed?,Walter Baade,single_hop,graph_chunk,False
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",The actors who star in Super Capers are Tom Sizemore and Michael Rooker.,lettria_054,Who stars in Super Capers?,Tom Sizemore,single_hop,graph_chunk,False
"Tom Sizemore, who began acting in 1989, and Adam West have both starred in Super Capers.",An actor who stars in the same movie as Tom Sizemore is Michael Rooker.,lettria_054,Name an actor who stars in the same movie as Tom Sizemore?,Adam West,multi_hop,graph_chunk,False
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.",Bootleg Series Volume 1: The Quine Tapes was released by Polydor Records and Universal Music Group.,lettria_055,Which record label released Bootleg Series Volume 1: The Quine Tapes?,Polydor Records,single_hop,graph_chunk,False
"The compilation album Andy Warhol's Velvet Underground Featuring Nico was followed by The Velvet Underground album Squeeze, which was followed by The Bootleg Series Volume 1: The Quine Tapes, recorded through Polydor Records in London.","The artist of the album that is followed by *Bootleg Series Volume 1: The Quine Tapes* is **the Velvet Underground**.

This is because *The Bootleg Series Volume 1: The Quine Tapes* is stated to be preceded by the album *Squeeze*, which is also by the Velvet Underground. Therefore, the album that is followed by *The Bootleg Series Volume 1: The Quine Tapes* is *Squeeze*, and its artist is the Velvet Underground.",lettria_055,What is the artist of the album that is followed by Bootleg Series Volume 1: The Quine Tapes?,The Velvet Underground,multi_hop,graph_chunk,False
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.","Based on the provided context, the commanders during the American Civil War were Jefferson Davis and Robert E. Lee. While Abraham Lincoln is mentioned in the text as a commander, this is incorrect historically and contradicts the factual knowledge graph which identifies Jefferson Davis as the commander of the Confederacy. Robert E. Lee is also correctly identified as a commander during the war, particularly in relation to the Battle of Cold Harbor. Therefore, the correct commanders from the context are Jefferson Davis and Robert E. Lee.",lettria_056,Who was the commander during the American Civil War?,Jefferson Davis,single_hop,graph_chunk,False
"The battle of Fredericksburg, in which Alfred Moore Scales participated, was part of the American Civil War military conflict during which Jefferson Davis was a commander.","Alfred Moore Scales participated in the following battles during the American Civil War:

- Battle of Gettysburg  
- Battle of Fredericksburg  
- Battle of Chancellorsville  
- Siege of Petersburg",lettria_056,Which battle did Alfred Moore Scales participate in during the American Civil War?,battle of Fredericksburg,multi_hop,graph_chunk,False
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .","The song ""Mermaid"" by Train is primarily associated with the **pop rock** genre, as indicated by multiple sources in the knowledge graph and text passages. Although some passages mention reggae as the genre, the consistent and repeated association with pop rock in the knowledge graph and the context supports that **pop rock** is the correct genre for the song ""Mermaid.""",lettria_057,What genre is the song 'Mermaid'?,Baroque pop,single_hop,graph_chunk,False
"Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid .","The song ""Mermaid"" by Train is primarily associated with the **reggae** music genre. However, the context also indicates that it incorporates elements of **pop rock**, as mentioned in the passage: *""Baroque pop is a fusion genre which includes some elements of pop rock, an example of which is the Train song by Mermaid.""* 

Additionally, the context states that ""Mermaid"" belongs to the **baroque pop** genre, which itself is a fusion genre including elements of pop rock.

Therefore, the music fusion genre of the song ""Mermaid"" is **baroque pop**, which blends **reggae** and **pop rock** elements.",lettria_057,What is the music fusion genre of the genre of the song 'Mermaid'?,pop rock,multi_hop,graph_chunk,False
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.","The capital of the U.S. is Washington, D.C.",lettria_058,What is the capital of the U.S?,"Washington, D.C.",single_hop,graph_chunk,False
"Atlantic City is in Atlantic County, New Jersey in the United States. Washington, D.C. is the capital of the U.S.",Atlantic City is part of the United States.,lettria_058,Which country is Atlantic City a part of?,United States,multi_hop,graph_chunk,False
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.",The A-Rosa Luna is powered by an MTU Friedrichshafen engine.,lettria_059,What powers the A-Rosa Luna?,MTU Friedrichshafen,single_hop,graph_chunk,False
"The A-Rosa Luna is powered by an MTU Friedrichshafen engine. Rolls-Royce Power Systems is the parent company of MTU Friedrichshafen, and Rolls-Royce Holdings is its owner.","The entity powered by MTU Friedrichshafen is the A-Rosa Luna. According to the context, MTU Friedrichshafen is owned by Rolls-Royce Holdings. Therefore, Rolls-Royce Holdings owns the entity that is powered by MTU Friedrichshafen.",lettria_059,Who owns the entity that is powered by MTU Friedrichshafen?,Rolls-Royce Holdings,multi_hop,graph_chunk,False
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,The genres associated with Nord are sludge-metal and post-metal.,lettria_060,What genre is associated with Nord?,post metal,single_hop,graph_chunk,False
Nord is a post metal album by Year of No Light and was released by Crucial Blast record label.,"The record label associated with the artist of the genre post metal, specifically Year of No Light, is Crucial Blast. This is supported by the context stating that the album *Nord* by Year of No Light was released by the record label Crucial Blast and belongs to the post-metal genre.",lettria_060,Which record label is associated with the artist of the genre post metal?,Crucial Blast,multi_hop,graph_chunk,False
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","Alfredo Zitarrosa died in Montevideo, Uruguay.",lettria_061,Where did Alfredo Zitarrosa die?,Montevideo,single_hop,graph_chunk,False
"Alfredo Zitarrosa was born in Uruguay, where the leader is Raul Fernando Sendic Rodriguez. He died in Montevideo.","The person who died in Montevideo, Alfredo Zitarrosa, was born in Uruguay.",lettria_061,In which country was the person who died in Montevideo born?,Uruguay,multi_hop,graph_chunk,False
Lady Anne Monson was born in the Kingdom of England in a town called Darlington which is in the UK.,"Lady Anne Monson was born in Darlington, in the Kingdom of England.",lettria_062,Where was Lady Anne Monson born?,Darlington,single_hop,graph_chunk,False
Lady Anne Monson was born in the Kingdom of England in a town called Darlington which is in the UK.,The larger entity that includes the birthplace of Lady Anne Monson is the Kingdom of England.,lettria_062,What is the larger entity that includes the birthplace of Lady Anne Monson?,Kingdom of England,multi_hop,graph_chunk,False
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,"The runway length of Abilene Regional Airport is 2,194 feet (or approximately 1,121 metres), as confirmed by multiple sources in the context. Although some sources mention 2,195 feet and 3,678 feet, the most consistent and repeated values are 2,194 feet and 1,121 metres, which are equivalent. The 3,678 feet value appears to refer to a different runway or may be erroneous. Therefore, the most accurate answer based on the provided context is **2,194 feet**.",lettria_064,What is the runway length of Abilene Regional Airport?,2194 feet,single_hop,graph_chunk,False
Abilene Regional Airport serves the city of Abilene in Texas. Its runway is 2194 feet and is 546 m above sea level.,Abilene Regional Airport serves the state of Texas.,lettria_064,Which state is served by Abilene Regional Airport?,Texas,multi_hop,graph_chunk,False
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.",The language spoken in the United States is English.,lettria_065,What language is spoken in the United States?,English,single_hop,graph_chunk,False
"The United States uses the English language, includes the ethnic group of African Americans and is the location of Albany, Oregon.",Albany is part of the United States through Oregon.,lettria_065,Which country is Albany a part of through Oregon?,United States,multi_hop,graph_chunk,False
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",The operator of AIDAstella is AIDA Cruises.,lettria_066,Who is the operator of AIDAstella?,AIDA Cruises,single_hop,graph_chunk,False
"AIDAstella, which was built by Meyer Werft and is 253260.0 millimetres in length is operated by AIDA Cruises.",The ship operated by AIDA Cruises was manufactured by Meyer Werft.,lettria_066,Who manufactured the ship operated by AIDA Cruises?,Meyer Werft,multi_hop,graph_chunk,False
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,Bionico is served at the dessert course.,lettria_067,What course is Bionico?,dessert,single_hop,graph_chunk,False
Bionico (contains raisins) is a food served at the dessert course found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans.,"The dessert that contains raisins, Bionico, is located in Mexico, specifically in the Guadalajara region.",lettria_067,Where is the dessert that contains raisins located?,Mexico,multi_hop,graph_chunk,False
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.",An ingredient of Arrabbiata sauce is garlic. Other ingredients include chili pepper and tomato. Oregano can also be added.,lettria_068,What is an ingredient of Arrabbiata sauce?,chili pepper,single_hop,graph_chunk,False
"Arrabbiata sauce, a traditional dish from Rome in Italy, has chili pepper as one of its important ingredients.","The origin of Arrabbiata sauce is Italy, and the city associated with its origin is Rome. Therefore, the country of the city where Arrabbiata sauce originates is Italy.",lettria_068,Which country is the origin of the city where Arrabbiata sauce originates?,Italy,multi_hop,graph_chunk,False
"Elliot See was born in Dallas, Collin County, Texas.","Elliot See was born in Dallas, Collin County, Texas.",lettria_069,Where was Elliot See born?,Dallas,single_hop,graph_chunk,False
"Elliot See was born in Dallas, Collin County, Texas.",The birthplace of Elliot See is located in Texas.,lettria_069,In which state is the birthplace of Elliot See located?,Texas,multi_hop,graph_chunk,False
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The president of Acharya Institute of Technology is B. M. Reddy.,lettria_070,Who is the president of Acharya Institute of Technology?,B. M. Reddy,single_hop,graph_chunk,False
"The All India Council for Technical Education which is located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology. The president of the Acharya Institute of Technology is B. M. Reddy and it is affiliated with Visvesvaraya Technological University. The campus address for the Acharya Institute of Technology is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090.",The technical campus that was given status by the All India Council for Technical Education is located in **Bangalore**.,lettria_070,Which city is the technical campus that was given status by the All India Council for Technical Education located in?,Bangalore,multi_hop,graph_chunk,False
11 Diagonal Street is in South Africa where the leader is Jacob Zuma An ethnic group found there are white South Africans.,The location of 11 Diagonal Street is South Africa.,lettria_071,What is the location of 11 Diagonal Street?,South Africa,single_hop,graph_chunk,False
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.",The owner of 3Arena is Live Nation Entertainment.,lettria_072,Who is the owner of 3Arena?,Live Nation Entertainment,single_hop,graph_chunk,False
"The 3Arena is located in Dublin, Leinster, and is owned by Live Nation Entertainment.","The provided context does not specify which part of Leinster the 3Arena is located in. It only states that the 3Arena is in Dublin, which is part of Leinster, and more specifically in North Wall, Dublin. However, no sub-region or part of Leinster beyond Dublin is mentioned. Therefore, based on the given information, the exact part of Leinster cannot be determined.",lettria_072,In which part of Leinster is 3Arena located?,Dublin,multi_hop,graph_chunk,True
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","Akeem Ayers was born on July 10, 1989.",lettria_073,When was Akeem Ayers born?,1989-07-10,single_hop,graph_chunk,False
"Akeem Ayers was born on July 10th, 1989 and he used to play for the St. Louis Rams.","The person born on 1989-07-10 is Akeem Ayers. According to the context, Akeem Ayers made his debut for the Tennessee Titans and has also played with the Los Angeles Rams. Therefore, the teams he plays for are the Tennessee Titans and the Los Angeles Rams.",lettria_073,Which team does the person born on 1989-07-10 play for?,St. Louis Rams,multi_hop,graph_chunk,False
"Aaron Deer from Indianapolis, United States is a Psychedelic music artiste.",The genre associated with Aaron Deer is Indie Rock.,lettria_074,What genre is associated with Aaron Deer?,Psychedelic,single_hop,graph_chunk,False
"Aaron Deer from Indianapolis, United States is a Psychedelic music artiste.","The origin city of Aaron Deer, Indianapolis, is located in the United States.",lettria_074,In which country is the origin city of Aaron Deer located?,United States,multi_hop,graph_chunk,False
Aaron Hunt's youth club was Goslarer SC 08 and he has played for Hamburger SV and SV Werder Bremen II.,"Aaron Hunt is associated with VfL Wolfsburg. He is also associated with the youth clubs SV Werder Bremen and SV Werder Bremen II, and previously played for Hamburger SV.",lettria_075,Which club is Aaron Hunt associated with?,Hamburger SV,single_hop,graph_chunk,False
Aaron Hunt's youth club was Goslarer SC 08 and he has played for Hamburger SV and SV Werder Bremen II.,A club associated with Aaron Hunt that is different from Hamburger SV is VfL Wolfsburg.,lettria_075,Name a club associated with Aaron Hunt that is different from Hamburger SV.,SV Werder Bremen II,multi_hop,graph_chunk,False
The book Alcatraz Versus the Evil Librarians comes from the United States where one of the ethnic groups is African American and one of the leaders is Joe Biden.,'Alcatraz Versus the Evil Librarians' was published in the United States.,lettria_076,Where was 'Alcatraz Versus the Evil Librarians' published?,United States,single_hop,graph_chunk,False
"The Year of No Light album Nord is in the sludge metal genre, one variety of which is southern sludge.",Nord is associated with the genres of sludge metal and post-metal.,lettria_077,What genre is Nord associated with?,sludge metal,single_hop,graph_chunk,False
"The Year of No Light album Nord is in the sludge metal genre, one variety of which is southern sludge.",The music subgenres of the genre associated with Nord are southern sludge and stoner sludge.,lettria_077,What is the music subgenre of the genre associated with Nord?,southern sludge,multi_hop,graph_chunk,False
"Agremiação Sportiva Arapiraquense played in the 2015 season and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube have been the champions of.",Agremiação Sportiva Arapiraquense plays in the Campeonato Brasileiro Série C league.,lettria_078,In which league does Agremiação Sportiva Arapiraquense play?,Campeonato Brasileiro Série C,single_hop,graph_chunk,False
"Agremiação Sportiva Arapiraquense played in the 2015 season and play in the Campeonato Brasileiro Série C league, which Vila Nova Futebol Clube have been the champions of.","The champion of the league in which Agremiação Sportiva Arapiraquense plays, the Campeonato Brasileiro Série C, is Vila Nova Futebol Clube.",lettria_078,Which team was the champion of the league in which Agremiação Sportiva Arapiraquense plays?,Vila Nova Futebol Clube,multi_hop,graph_chunk,False
"Albany, Georgia has a population density of 535 people per square kilometer, its total area is 144.7 sq kms and is elevated 62 meters above sea level.","The elevation above sea level of Albany, Georgia is 62 meters.",lettria_079,"What is the elevation above the sea level of Albany, Georgia?",62 meters,single_hop,graph_chunk,False
"Albany, Georgia has a population density of 535 people per square kilometer, its total area is 144.7 sq kms and is elevated 62 meters above sea level.","The population density of the place in Georgia with an elevation above sea level of 62 meters (Albany, Georgia) is 535 people per square kilometer.",lettria_079,What is the population density of the place that is part of Georgia and has an elevation above the sea level of 62 meters?,535 people per square kilometer,multi_hop,graph_chunk,False
Distributor of the movie Super Capers is Roadside Attractions.,The distributors of Super Capers are Lionsgate and Roadside Attractions.,lettria_080,Who is the distributor of Super Capers?,Roadside Attractions,single_hop,graph_chunk,False
"Mexico inhabited by Mexicans with peso as its currency has Silvano Aureoles Conejo as one of its leaders. Bionico is served as a dessert in Mexico and comes from Guadalajara. It has chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins as its main ingredients.","The origin of Bionico is Guadalajara, Mexico.",lettria_081,What is the origin of Bionico?,Guadalajara,single_hop,graph_chunk,False
"Mexico inhabited by Mexicans with peso as its currency has Silvano Aureoles Conejo as one of its leaders. Bionico is served as a dessert in Mexico and comes from Guadalajara. It has chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins as its main ingredients.","The dish that originates from Guadalajara, Bionico, is served as a dessert course.",lettria_081,What is the course of the dish that originates from Guadalajara?,dessert,multi_hop,graph_chunk,False
"A severed Wasp was written in English in the United States, where African Americans are an ethnic group.",The language associated with A Severed Wasp is English.,lettria_082,What language is associated with A severed Wasp?,English,single_hop,graph_chunk,False
"A dish served for dessert, Bionico requires granola as one of its ingredients. It can also have honey added to it.","Based on the provided context, there is no explicit mention of any ingredient in Bionico being optional. All listed ingredients—such as granola, raisins, sour cream, chopped fruits, condensed milk, and shredded coconut—are presented as part of the standard composition of Bionico. Therefore, according to the given information, no ingredient is identified as optional.",lettria_083,What is an optional ingredient in Bionico?,honey,single_hop,graph_chunk,True
"A dish served for dessert, Bionico requires granola as one of its ingredients. It can also have honey added to it.",The dish that includes granola as an ingredient is served during the dessert course.,lettria_083,What course is the dish that includes granola as an ingredient?,dessert,multi_hop,graph_chunk,False
"In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died.",The spouse of Abraham A. Ribicoff is Casey Ribicoff.,lettria_084,Who is the spouse of Abraham A. Ribicoff?,Casey Ribicoff,single_hop,graph_chunk,False
"In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died.",The spouse of Casey Ribicoff's partner (Abraham A. Ribicoff) died in the United States.,lettria_084,In which country did the spouse of Casey Ribicoff's partner die?,United States,multi_hop,graph_chunk,False
"The full name of the A.F.C. Fylde is ""Association Football Club Fylde"" they are based at Bryning Lane and have 3180 members.","The full name of A.F.C. Fylde is ""Association Football Club Fylde"".",lettria_085,What is the full name of A.F.C. Fylde?,Association Football Club Fylde,single_hop,graph_chunk,False
"The full name of the A.F.C. Fylde is ""Association Football Club Fylde"" they are based at Bryning Lane and have 3180 members.","The club with 3180 members, Association Football Club Fylde (AFC Fylde), is located in Warton, Fylde, Lancashire.",lettria_085,Where is the club with 3180 members located?,Bryning Lane,multi_hop,graph_chunk,False
The pop rock song Mermaid by the band Train was released under the record label Columbia Records.,"The song ""Mermaid"" by Train is primarily associated with the **pop rock** genre, as indicated by multiple instances in the knowledge graph and supporting text passages. Although some passages mention reggae as the genre, this appears to be inconsistent with the more frequently repeated and contextually supported genre of pop rock. Therefore, based on the most consistent information in the provided context, the genre of the song ""Mermaid"" is **pop rock**.",lettria_086,What genre is the song 'Mermaid'?,pop rock,single_hop,graph_chunk,False
The pop rock song Mermaid by the band Train was released under the record label Columbia Records.,"The record label associated with the artist of the song ""Mermaid"" is Columbia Records.",lettria_086,Which record label is associated with the artist of the song 'Mermaid'?,Columbia Records,multi_hop,graph_chunk,False
Abraham A.Ribicoff is from the United States and his wife is Casey Ribicoff.,The spouse of Abraham A. Ribicoff is Casey Ribicoff.,lettria_087,Who is the spouse of Abraham A.Ribicoff?,Casey Ribicoff,single_hop,graph_chunk,False
"Anaheim, California in the U.S. is led by the California State Assembly.","Anaheim is part of Orange County, California, the United States, and the Greater Los Angeles area.",lettria_088,What is Anaheim a part of?,California,single_hop,graph_chunk,False
"Anaheim, California in the U.S. is led by the California State Assembly.","Anaheim is part of the United States, and the U.S. is part of the larger entity known as the world. However, based on the provided context, the only shared part between Anaheim and the U.S. is that both are part of **California**.

From the context:
- ""Anaheim is a city in Orange County, part of California, in the United States""
- ""Anaheim is part of Orange County, California and the U.S.""

Thus, the U.S. is part of **California**, which is also a part of Anaheim. But logically, this is reversed — California is part of the U.S., not the other way around.

Therefore, the correct interpretation is: **Anaheim is part of California, and California is part of the United States**.

So, the U.S. is part of **California**? No — that is incorrect.

The correct answer based on the hierarchy is:  
**Anaheim is part of California, and California is part of the United States.**

Hence, the U.S. is not part of anything that Anaheim is part of — rather, Anaheim is part of the U.S.

But the question asks: *What is the U.S. a part of that Anaheim is also a part of?*

Given the context, the only shared entity is **California** — but the U.S. is not part of California.

Wait — this is a logical inconsistency.

Let’s reevaluate:

The question is: *What is the U.S. a part of that Anaheim is also a part of?*

We are looking for a larger entity that:
1. The U.S. is a part of, and
2. Anaheim is also a part of.

But from the context:
- Anaheim is part of the U.S.
- The U.S. is not part of anything mentioned in the context that Anaheim is also part of.

Therefore, based on the provided information, **there is no such entity** that the U.S. is a part of that Anaheim is also a part of.

But wait — the context says:
- ""Anaheim is part of Orange County, California and the U.S.""
- ""Anaheim is a city in Orange County, part of California, in the United States""

So Anaheim is part of:
- Orange County
- California
- United States

The U.S. is part of:
- No larger entity is mentioned in the context.

Thus, there is **no entity** that both the U.S. and Anaheim are",lettria_088,What is the U.S. a part of that Anaheim is also a part of?,California,multi_hop,graph_chunk,False
"108 St. Georges Terrace has a floor area of 39500 square metres and is located in Perth, Australia.","The floor area of 108 St. Georges Terrace is 39,500 square metres.",lettria_089,What is the floor area of 108 St. Georges Terrace?,39500 square metres,single_hop,graph_chunk,False
"108 St. Georges Terrace has a floor area of 39500 square metres and is located in Perth, Australia.","The location of 108 St. Georges Terrace is in Perth, Australia. Therefore, the country is Australia.",lettria_089,In which country is the location of 108 St. Georges Terrace?,Australia,multi_hop,graph_chunk,False
"Austin is part of Hays County, Texas and the states largest city is Houston.","Austin is part of Travis County, Hays County, and Williamson County.",lettria_090,What is Austin a part of?,Hays County,single_hop,graph_chunk,False
"Austin is part of Hays County, Texas and the states largest city is Houston.",Hays County is part of Texas.,lettria_090,What is the state that Hays County is a part of?,Texas,multi_hop,graph_chunk,False
"The 3Arena is located in Dublin, which is a part of Leinster, in the Republic of Ireland.","The 3Arena is located on North Wall Quay in Dublin, Republic of Ireland, which is part of Leinster.",lettria_091,Where is 3Arena located?,Dublin,single_hop,graph_chunk,False
"The 3Arena is located in Dublin, which is a part of Leinster, in the Republic of Ireland.",The 3Arena is located in the Republic of Ireland.,lettria_091,Which country is the location of 3Arena part of?,Republic of Ireland,multi_hop,graph_chunk,False
The icebreaker Aleksey Chirikov was built at the Arctech Helsinki Shipyard in Finland where the leader is Juha Sipila.,"Aleksey Chirikov is assembled in Helsinki, Finland, at the Arctech Helsinki Shipyard.",lettria_092,Where is Aleksey Chirikov assembled?,Arctech Helsinki Shipyard,single_hop,graph_chunk,False
The icebreaker Aleksey Chirikov was built at the Arctech Helsinki Shipyard in Finland where the leader is Juha Sipila.,"The Arctech Helsinki Shipyard is part of Finland, where the Aleksey Chirikov is assembled.",lettria_092,"Which country is the Arctech Helsinki Shipyard a part of, where Aleksey Chirikov is assembled?",Finland,multi_hop,graph_chunk,False
"Lady Anne Monson was born in Darlington on January 1, 1726, and died on February 18, 1776.","Lady Anne Monson was born in Darlington, in the Kingdom of England.",lettria_093,Where was Lady Anne Monson born?,Darlington,single_hop,graph_chunk,False
"Lady Anne Monson was born in Darlington on January 1, 1726, and died on February 18, 1776.","The birth date of Lady Anne Monson, who died on 1776-02-18, is not provided in the given context.",lettria_093,What is the birth date of the person who died on 1776-02-18?,1726-01-01,multi_hop,graph_chunk,True
Bacon explosion which contains bacon and sausage is a dish found in the United States.,An ingredient in a Bacon explosion is sausage.,lettria_094,What is an ingredient in Bacon explosion?,sausage,single_hop,graph_chunk,False
Bacon explosion which contains bacon and sausage is a dish found in the United States.,"The dish that includes sausage as an ingredient, the Bacon Explosion, is located in the United States.",lettria_094,In which country is the dish that includes sausage as an ingredient located?,United States,multi_hop,graph_chunk,False
"Recorded in San Francisco and released October 16, 2001, Bootleg Series Volume 1: The Quine Tapes is 230.05 minutes long. It was preceded by the Velvet Underground album Squeeze.","The release date of Bootleg Series Volume 1: The Quine Tapes is October 16, 2001.",lettria_095,What is the release date of Bootleg Series Volume 1: The Quine Tapes?,2001-10-16,single_hop,graph_chunk,False
"Recorded in San Francisco and released October 16, 2001, Bootleg Series Volume 1: The Quine Tapes is 230.05 minutes long. It was preceded by the Velvet Underground album Squeeze.","The artist associated with the album that precedes *Bootleg Series Volume 1: The Quine Tapes* is **The Velvet Underground**. 

This is supported by the context stating that *Bootleg Series Volume 1: The Quine Tapes* was preceded by the album *Squeeze* by The Velvet Underground.",lettria_095,Which artist is associated with the album that precedes Bootleg Series Volume 1: The Quine Tapes?,the Velvet Underground,multi_hop,graph_chunk,False
Darinka Dentcheva's professional field is Mathematical optimization and is particularly known for stochastic programming.,Darinka Dentcheva works in the professional field of mathematical optimization.,lettria_096,In which professional field does Darinka Dentcheva work?,Mathematical optimization,single_hop,graph_chunk,False
Darinka Dentcheva's professional field is Mathematical optimization and is particularly known for stochastic programming.,Darinka Dentcheva is known for her work with stochastic programming in the field of mathematical optimization.,lettria_096,What is Darinka Dentcheva known for in the field of mathematical optimization?,stochastic programming,multi_hop,graph_chunk,False
"Alexandria, Indiana is part of Madison County Indiana in the United States. The largest city in Madison County is Anderson.",The largest city in Madison County Indiana is Anderson.,lettria_097,What is the largest city in Madison County Indiana?,Anderson,single_hop,graph_chunk,False
"Alexandria, Indiana is part of Madison County Indiana in the United States. The largest city in Madison County is Anderson.",Alexandria is part of the United States.,lettria_097,Which country is Alexandria a part of?,United States,multi_hop,graph_chunk,False
Trane is in the building materials industry producing building management systems. One of the products offered by Trane is HVAC.,Trane is associated with the building materials industry.,lettria_098,What industry is Trane associated with?,building materials,single_hop,graph_chunk,False
Trane is in the building materials industry producing building management systems. One of the products offered by Trane is HVAC.,"The company in the building materials industry, Trane, produces HVAC (Heating, Ventilation, and Air Conditioning) systems.",lettria_098,What type of product does the company in the building materials industry produce?,HVAC,multi_hop,graph_chunk,False
"The Acharya Institute of Technology is in Bangalore, Karnataka. It is associated with the Visvesvaraya Technological University.",Acharya Institute of Technology is located in Bangalore.,lettria_099,Which city is Acharya Institute of Technology located in?,Bangalore,single_hop,graph_chunk,False
"The Acharya Institute of Technology is in Bangalore, Karnataka. It is associated with the Visvesvaraya Technological University.",The city where Acharya Institute of Technology is located is part of the state of Karnataka.,lettria_099,Which state is the city where Acharya Institute of Technology is located in part of?,Karnataka,multi_hop,graph_chunk,False
Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.,Abraham A. Ribicoff died in New York City.,lettria_100,Where did Abraham A. Ribicoff die?,United States,single_hop,graph_chunk,False
Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group.,"The person who died in the United States, Abraham A. Ribicoff, was born in the United States. More specifically, he was born in New Britain, Connecticut.",lettria_100,Where was the person who died in the United States born?,United States,multi_hop,graph_chunk,False
